Time,Xpos,Ypos,Zpos
6.1,-0.186107794276531,0.0266861645292473,147.348709037114
6.1,-0.186107794276531,0.0266861645292473,147.348709037114
6.12,-0.187495995649378,0.0268521551118581,148.356170221852
6.12,-0.187495995649378,0.0268521551118581,148.356170221852
6.12,-0.187495995649378,0.0268521551118581,148.356170221852
6.14,-0.188887303241543,0.0270182857460134,149.367158789566
6.14,-0.188887303241543,0.0270182857460134,149.367158789566
6.14,-0.188887303241543,0.0270182857460134,149.367158789566
6.14,-0.188887303241543,0.0270182857460134,149.367158789566
6.16,-0.190288233934581,0.0271845786999513,150.381690593447
6.16,-0.190288233934581,0.0271845786999513,150.381690593447
6.16,-0.190288233934581,0.0271845786999513,150.381690593447
6.18,-0.191694164119063,0.0273510212010459,151.399759053907
6.18,-0.191694164119063,0.0273510212010459,151.399759053907
6.18,-0.191694164119063,0.0273510212010459,151.399759053907
6.2,-0.19310626244215,0.0275176066364165,152.421364521838
6.2,-0.19310626244215,0.0275176066364165,152.421364521838
6.2,-0.19310626244215,0.0275176066364165,152.421364521838
6.2,-0.19310626244215,0.0275176066364165,152.421364521838
6.22,-0.194524608161181,0.0276843278139892,153.446506228902
6.22,-0.194524608161181,0.0276843278139892,153.446506228902
6.22,-0.194524608161181,0.0276843278139892,153.446506228902
6.24,-0.195947911260511,0.0278511522663663,154.475184111151
6.24,-0.195947911260511,0.0278511522663663,154.475184111151
6.24,-0.195947911260511,0.0278511522663663,154.475184111151
6.26,-0.197378869705872,0.0280180895224488,155.507406657116
6.26,-0.197378869705872,0.0280180895224488,155.507406657116
6.26,-0.197378869705872,0.0280180895224488,155.507406657116
6.26,-0.197378869705872,0.0280180462311183,155.507406657595
6.28,-0.198814113553503,0.0281851460008568,156.543169159534
6.28,-0.198814113553503,0.0281851460008568,156.543169159534
6.28,-0.198814113553503,0.0281851460008568,156.543169159534
6.3,-0.200253416754848,0.0283522928381445,157.58246763218
6.3,-0.200253416754848,0.0283522928381445,157.58246763218
6.3,-0.200253416754848,0.0283522928381445,157.58246763218
6.32,-0.201700382469596,0.028519549273432,158.62531260342
6.32,-0.201700382469596,0.028519549273432,158.62531260342
6.32,-0.201700382469596,0.028519549273432,158.62531260342
6.32,-0.201699998154538,0.0285195050335363,158.625312603917
6.34,-0.203154234528256,0.0286869106251358,159.671705503167
6.34,-0.203154234528256,0.0286869106251358,159.671705503167
6.34,-0.203154234528256,0.0286869106251358,159.671705503167
6.36,-0.2046135176275,0.0288543685831961,160.721640930987
6.36,-0.2046135176275,0.0288543685831961,160.721640930987
6.36,-0.2046135176275,0.0288543685831961,160.721640930987
6.38,-0.206080257541693,0.0290219477573111,161.775122872128
6.38,-0.206080257541693,0.0290219477573111,161.775122872128
6.38,-0.206080257541693,0.0290219477573111,161.775122872128
6.4,-0.207553540545149,0.0291896355184159,162.832152481543
6.4,-0.207553540545149,0.0291896355184159,162.832152481543
6.4,-0.207553540545149,0.0291896355184159,162.832152481543
6.4,-0.207553540545149,0.0291896355184159,162.832152481543
6.42,-0.209029658000233,0.0293574071285509,163.892723674031
6.42,-0.209029658000233,0.0293574071285509,163.892723674031
6.42,-0.209029658000233,0.0293574071285509,163.892723674031
6.44,-0.210513410764243,0.0295252807872964,164.956843053104
6.44,-0.210513410764243,0.0295252807872964,164.956843053104
6.44,-0.210513410764243,0.0295252807872964,164.956843053104
6.46,-0.212003976108136,0.0296932644026309,166.024514866671
6.46,-0.212003976108136,0.0296932644026309,166.024514866671
6.46,-0.212003976108136,0.0296932644026309,166.024514866671
6.46,-0.212003976108136,0.0296932644026309,166.024514866671
6.48,-0.213499690992428,0.0298613320342155,167.095734833448
