Time,Signal,Setpoint
4.96,-3.08,-5
4.96,-3.08,-5
4.96,-3.08,-5
4.98,-3.08,-5
4.98,-3.08,-5
4.98,-3.08,-5
4.98,-3.08,-5
5,-3.08,-5
5,-3.08,-5
5,-3.08,-5
5,-3.08,-5
5,-3.08,-5
5.02,-3.09,-5
5.02,-3.09,-5
5.02,-3.09,-5
5.02,-3.09,-5
5.02,-3.09,-5
5.04,-3.09,-5
5.04,-3.09,-5
5.04,-3.09,-5
5.04,-3.09,-5
5.06,-3.09,-5
5.06,-3.09,-5
5.06,-3.09,-5
5.06,-3.09,-5
5.06,-3.09,-5
5.08,-3.1,-5
5.08,-3.1,-5
5.08,-3.1,-5
5.08,-3.1,-5
5.1,-3.1,-5
5.1,-3.1,-5
5.1,-3.1,-5
5.1,-3.1,-5
5.1,-3.1,-5
5.12,-3.1,-5
5.12,-3.1,-5
5.12,-3.1,-5
5.12,-3.1,-5
5.14,-3.1,-5
5.14,-3.11,-5
5.14,-3.11,-5
5.14,-3.11,-5
